
         540712248 function calls (540708138 primitive calls) in 379.315 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/fromnumeric.py:1004(argsort)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/_config/config.py:104(_get_option)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/_config/config.py:86(_get_single_key)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/_config/config.py:232(__call__)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/_config/config.py:537(_select_options)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/_config/config.py:555(_get_root)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/_config/config.py:596(_translate_key)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/_config/config.py:608(_warn_if_deprecated)
       24    0.359    0.015    0.359    0.015 {built-in method pandas._libs.tslib.array_to_datetime}
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/inference.py:185(is_array_like)
    24/12    0.000    0.000    0.035    0.003 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/algorithms.py:1570(take)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/nanops.py:174(_get_fill_value)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/nanops.py:199(_maybe_get_mask)
       24    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/nanops.py:243(_get_values)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/nanops.py:330(_na_ok_dtype)
       24    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/nanops.py:442(nanany)
       24    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:826(copy)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:1250(_validate_names)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/api.py:91(<listcomp>)
       24    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/api.py:65(get_objs_combined_axis)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/api.py:95(_get_distinct_objs)
       24    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/api.py:109(_get_combined_index)
       24    0.000    0.000    0.006    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:7416(isna)
       24    0.000    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:10565(_logical_func)
       24    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:10593(any)
       24    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:10858(any)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1938(<listcomp>)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1939(<listcomp>)
       24    0.000    0.000    0.530    0.022 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:82(concat)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:391(<listcomp>)
       24    0.001    0.000    0.192    0.008 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:306(__init__)
       24    0.001    0.000    0.338    0.014 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:469(get_result)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:529(_get_result_dim)
       24    0.000    0.000    0.005    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:538(<listcomp>)
       24    0.000    0.000    0.005    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:535(_get_new_axes)
       24    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:542(_get_comb_axis)
       24    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:552(_get_concat_axis)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:154(stringify_path)
       24    0.000    0.000    0.005    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:478(group_selection_context)
       24    0.000    0.000    0.018    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:780(__init__)
       24    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:824(_get_options_with_defaults)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:865(_check_file_or_buffer)
       24    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:876(_clean_options)
       24    0.000    0.000    0.016    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1039(_make_engine)
       24    0.016    0.001    4.489    0.187 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1055(read)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1199(_validate_usecols_arg)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1249(_validate_parse_dates_arg)
       24    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1272(__init__)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1407(<setcomp>)
       24    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1371(_validate_parse_dates_presence)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1423(_has_complex_date_col)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1545(_make_index)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1835(_do_date_conversions)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3299(_make_date_converter)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3344(_process_date_conversion)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3432(_clean_na_values)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3875(_extract_dialect)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3971(_validate_skipfooter)
       24    0.000    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/series.py:4149(_reduce)
       24    0.000    0.000    0.006    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/series.py:4778(isna)
       24    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/utils/cell.py:126(range_boundaries)
       24    0.000    0.000    0.189    0.008 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/_read_only.py:34(__init__)
       24    0.000    0.000    0.189    0.008 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/_read_only.py:44(_get_size)
       24    0.000    0.000    0.162    0.007 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/_reader.py:160(parse_dimensions)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/dimensions.py:288(__init__)
       24    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/dimensions.py:294(boundaries)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/relationship.py:93(__getitem__)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/nested.py:42(to_tree)
       24    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/workbook.py:66(__init__)
       24    0.000    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/workbook.py:39(rels)
       23    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(array_equal)
       23    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/numeric.py:2388(_array_equal_dispatcher)
       23    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/numeric.py:2392(array_equal)
       23    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/aggregation.py:721(<genexpr>)
       23    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:545(_info_axis)
       23    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_openpyxl.py:496(sheet_names)
       23    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:674(_selected_obj)
       23    0.000    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/views.py:83(__init__)
       23    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/views.py:143(__init__)
       23    0.000    0.000    0.005    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/header_footer.py:231(__init__)
       23    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/page.py:167(__init__)
       23    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/dimensions.py:260(__init__)
       23    0.000    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/xml/etree/ElementTree.py:1273(_close_and_return_root)
       23    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/nested.py:97(from_tree)
       23    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:142(obj)
       23    0.000    0.000    0.009    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:188(_set_binner)
       22    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:846(_is_binary_mode)
       22    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:397(_get_cython_function)
       21    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       21    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       21    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/re.py:232(compile)
       21    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/typing.py:661(__hash__)
       21    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/typing.py:245(inner)
       21    0.310    0.015    0.310    0.015 {pandas._libs.lib.to_object_array}
       21    0.000    0.000    0.094    0.004 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/cast.py:1315(try_datetime)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/common.py:156(not_none)
       21    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:5947(default_index)
       21    0.000    0.000    0.523    0.025 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/frame.py:7849(append)
       21    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:53(<listcomp>)
       21    0.019    0.001    0.328    0.016 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:35(concatenate_block_managers)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:585(<listcomp>)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:435(raise_if_bad_sheet_by_name)
       21    0.045    0.002  365.811   17.420 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:439(parse)
       21    0.000    0.000  365.812   17.420 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:1136(parse)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_util.py:126(maybe_convert_usecols)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1169(_validate_skipfooter_arg)
       21    0.003    0.000    0.866    0.041 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1656(_convert_to_ndarrays)
       21    0.000    0.000    0.005    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2172(TextParser)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2233(<genexpr>)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2232(count_empty_vals)
       21    0.001    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2237(__init__)
       21    0.016    0.001    2.314    0.110 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2463(read)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2520(<dictcomp>)
       21    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2507(_exclude_implicit_index)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2534(_clean_mapping)
       21    0.000    0.000    0.866    0.041 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2532(_convert_data)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2695(<setcomp>)
       21    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2591(_infer_columns)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2770(_handle_usecols)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2804(_buffered_line)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2813(_check_for_bom)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3037(_check_thousands)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3062(_check_decimal)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3070(_clear_buffer)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3075(_get_index_name)
       21    0.001    0.000    0.810    0.039 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3139(_rows_to_cols)
       21    0.028    0.001    0.620    0.030 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3217(_get_lines)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3476(_clean_index_names)
       21    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_openpyxl.py:500(get_sheet_by_name)
       21    4.788    0.228  363.084   17.290 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_openpyxl.py:531(get_sheet_data)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:119(epoch)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:137(data_only)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:278(__getitem__)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:308(<listcomp>)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:302(worksheets)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:316(<listcomp>)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:310(chartsheets)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/worksheet.py:405(iter_rows)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/worksheet.py:453(rows)
       21    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/_read_only.py:160(reset_dimensions)
       20    0.000    0.000    0.000    0.000 <string>:1(__new__)
       20    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/missing.py:350(isna_compat)
       20    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/missing.py:528(maybe_fill)
       20    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/cast.py:161(maybe_downcast_to_dtype)
       20    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/cast.py:226(maybe_downcast_numeric)
       20    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/cast.py:342(maybe_cast_result_dtype)
       20    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/base.py:253(__getitem__)
       20    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/base.py:386(shape)
       20    0.000    0.000    0.188    0.009 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/generic.py:223(aggregate)
       20    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/generic.py:349(<dictcomp>)
       20    0.000    0.000    0.014    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/generic.py:325(_wrap_series_output)
       20    0.000    0.000    0.023    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/generic.py:366(_wrap_aggregated_output)
       20    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/generic.py:1528(__getitem__)
       20    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/generic.py:1544(_gotitem)
       20    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/aggregation.py:711(<lambda>)
       20    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/datetimelike.py:154(equals)
       20    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:1836(__contains__)
       20    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/util/numba_.py:15(maybe_use_numba)
       20    0.000    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:434(_get_cython_func_and_vals)
       20    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:469(_disallow_invalid_ops)
       20    0.005    0.000    0.149    0.007 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:550(_cython_operation)
       20    0.117    0.006    0.118    0.006 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:664(_aggregate)
       20    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:746(__getattr__)
       20    0.010    0.000    0.182    0.009 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:1047(_cython_agg_general)
       20    0.000    0.000    0.008    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:2840(_reindex_output)
       20    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:3041(get_groupby)
       20    0.000    0.000    0.000    0.000 {method 'append' of 'xml.etree.ElementTree.Element' objects}
       20    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:336(_gotitem)
       18    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexers.py:363(check_array_indexer)
       18    0.000    0.000    0.020    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:386(_concat_same_type)
       18    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/_mixins.py:180(<setcomp>)
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/_mixins.py:184(<listcomp>)
       18    0.000    0.000    0.019    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/_mixins.py:173(_concat_same_type)
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:6187(<listcomp>)
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:6188(<listcomp>)
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:6174(get_unanimous_names)
       18    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/concat.py:363(<listcomp>)
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/concat.py:365(<setcomp>)
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/concat.py:375(<listcomp>)
       18    0.000    0.000    0.023    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/concat.py:349(_concat_datetime)
       18    0.000    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/api.py:161(union_indexes)
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/api.py:253(<setcomp>)
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/api.py:232(_sanitize_and_check)
       18    0.000    0.000    0.160    0.009 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1906(_consolidate)
       18    0.000    0.000    0.146    0.008 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:1378(take_nd)
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:92(header)
       18    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:128(has_mi_columns)
       16    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       16    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/abc.py:141(__subclasscheck__)
       16    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/typing.py:707(__instancecheck__)
       16    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/typing.py:710(__subclasscheck__)
     16/4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/serialisable.py:106(to_tree)
       16    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/namespace.py:4(namespaced)
       15    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/fromnumeric.py:3102(_ndim_dispatcher)
       15    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/fromnumeric.py:3106(ndim)
