
         540712248 function calls (540708138 primitive calls) in 379.315 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      324    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      324    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
      318    0.001    0.000    0.001    0.000 {method 'fill' of 'numpy.ndarray' objects}
  317/145    0.006    0.000    0.036    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:250(__new__)
      310    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:343(shape)
      308    0.001    0.000    0.001    0.000 {method 'view' of 'numpy.ndarray' objects}
      304    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:487(<genexpr>)
      304    0.001    0.000    0.022    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:491(<genexpr>)
      303    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:5296(_validate_indexer)
      301    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      291    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/flags.py:47(__init__)
      291    0.002    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:188(__init__)
      288    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/concat.py:139(<genexpr>)
      286    0.000    0.000    0.005    0.000 {built-in method builtins.next}
      286    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
      282    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/common.py:129(cast_scalar_indexer)
      280    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:132(<listcomp>)
      280    0.002    0.000    0.006    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:126(__init__)
      279    0.001    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/common.py:198(asarray_tuplesafe)
      266    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:235(asi8)
      258    0.002    0.000    0.305    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/construction.py:423(sanitize_array)
      257    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:509(tz)
      256    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:494(<genexpr>)
      255    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/flags.py:51(allows_duplicate_labels)
      255    0.001    0.000    0.170    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/construction.py:554(_try_cast)
      253    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:4279(__getitem__)
      249    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/inference.py:289(<genexpr>)
      244    0.001    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:1239(name)
      244    0.001    0.000    0.005    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/range.py:133(_simple_new)
      237    2.273    0.010    2.273    0.010 {method 'astype' of 'numpy.ndarray' objects}
      235    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      228    0.001    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/cast.py:1257(maybe_castable)
      228    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:561(_next_or_none)
      227    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/_methods.py:59(_all)
      227    0.127    0.001    0.127    0.001 {built-in method pandas._libs.missing.isnaobj}
      227    0.008    0.000    0.149    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/missing.py:244(_isna_string_dtype)
      227    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:1304(<lambda>)
      227    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:1276(is_string_like_dtype)
      226    0.000    0.000    0.000    0.000 {built-in method math.isinf}
      226    0.000    0.000    0.000    0.000 {built-in method math.isnan}
      223    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:757(is_signed_integer_dtype)
      221    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1626(internal_values)
      221    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/series.py:585(_values)
      220    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:813(is_unsigned_integer_dtype)
      220    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/flags.py:83(allows_duplicate_labels)
      220    0.002    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:5411(__finalize__)
      215    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:233(internal_values)
      210    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:470(_get_axis)
      210    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/series.py:488(name)
      208    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/_mixins.py:107(__len__)
      208    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:179(__init__)
      208    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:84(float_format)
      208    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:80(na_rep)
      208    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:88(decimal)
      208    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:159(_number_format)
      207    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:615(is_dtype_equal)
      206    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:205(_ndarray)
      204    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1863(_asarray_compat)
      202    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:147(_maybe_coerce_values)
      200    0.001    0.000    0.021    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:209(is_na)
      199    0.000    0.000    0.012    0.000 {method 'sum' of 'numpy.ndarray' objects}
      199    0.000    0.000    0.012    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/_methods.py:45(_sum)
      196    0.001    0.000    0.005    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/range.py:757(__getitem__)
      196    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:227(attrs)
      194    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/base.py:102(__set__)
      193    0.001    0.000    0.163    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/cast.py:1379(maybe_cast_to_datetime)
      192    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/concat.py:119(is_nonempty)
      192    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/concat.py:135(<genexpr>)
      192    0.001    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:202(_consolidate_key)
      192    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1911(<lambda>)
      190    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      190    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
      190    0.000    0.000    0.001    0.000 {built-in method pandas._libs.tslibs.offsets.to_offset}
      190    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:1743(validate_all_hashable)
      190    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:61(tz_to_dtype)
      187    0.001    0.000    0.007    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:2116(maybe_convert_dtype)
      185    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:253(items)
      184    0.001    0.000    0.017    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:309(_from_sequence_not_strict)
      184    0.003    0.000    0.015    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:1891(sequence_to_dt64ns)
      184    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:2209(_validate_dt64_dtype)
      184    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:1752(validate_inferred_freq)
      184    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:1787(maybe_infer_freq)
      176    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
      176    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/multiarray.py:143(concatenate)
      176    0.001    0.000    0.313    0.002 <__array_function__ internals>:2(concatenate)
      176    0.128    0.001    0.129    0.001 {pandas._libs.lib.infer_dtype}
  171/139    0.001    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/serialisable.py:173(__eq__)
      166    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/datetimelike.py:107(_simple_new)
      164    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
      164    0.001    0.000    0.510    0.003 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/frame.py:502(__init__)
      163    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/series.py:538(name)
      161    0.476    0.003    0.477    0.003 {pandas._libs.lib.maybe_convert_numeric}
      161    0.003    0.000    0.861    0.005 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1729(_infer_types)
      161    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3598(_get_na_values)
      160    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:1234(is_numeric_dtype)
      158    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      158    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      158    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/serialisable.py:160(__iter__)
      157    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      156    0.000    0.000    0.002    0.000 {method 'all' of 'numpy.ndarray' objects}
      152    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:209(_from_backing_data)
      152    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:476(_get_block_manager_axis)
      152    0.005    0.000    0.013    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:232(_rebuild_blknos_and_blklocs)
      151    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      148    0.003    0.000    0.019    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/datetimes.py:282(__new__)
      144    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:329(<genexpr>)
      144    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1121(<genexpr>)
      143    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
      143    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
      143    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/encodings/cp437.py:14(decode)
      142    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      142    0.001    0.000    0.161    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/cast.py:1273(maybe_infer_to_datetimelike)
      142    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/cast.py:1642(construct_1d_ndarray_preserving_na)
      140    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:425(_simple_new)
      138    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/header_footer.py:146(__init__)
      136    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/_asarray.py:382(<setcomp>)
      136    0.001    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/_asarray.py:293(require)
      134    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:532(is_)
      134    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/frame.py:482(_constructor)
      134    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1615(dtype)
      134    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/series.py:473(dtype)
      133    0.001    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:536(_combine_concat_plans)
      132    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      130    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/common.py:317(apply_if_callable)
